GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mybatis,org.apache.ibatis.executor.loader,ProxyFactory,1,0,0,0,1,0,1,0,1,0
mybatis,org.apache.ibatis.executor.loader,ResultLoader,17,119,5,7,3,28,5,6,1,4
mybatis,org.apache.ibatis.executor.loader,AbstractEnhancedDeserializationProxy,10,128,2,12,1,30,2,7,0,2
mybatis,org.apache.ibatis.executor.loader,JavassistProxyFactory,3,0,0,0,1,0,1,0,1,0
mybatis,org.apache.ibatis.executor.loader,ResultLoaderMap.LoadPair,215,182,15,19,25,41,13,10,1,5
mybatis,org.apache.ibatis.executor.loader,ResultLoaderMap.ClosedExecutor,20,7,0,0,4,3,4,2,4,2
mybatis,org.apache.ibatis.executor.loader,CglibProxyFactory,3,0,0,0,1,0,1,0,1,0
mybatis,org.apache.ibatis.executor.loader,AbstractSerialStateHolder,18,187,1,9,4,47,1,10,0,6
mybatis,org.apache.ibatis.executor.loader,ResultLoaderMap,29,111,3,5,3,23,3,11,1,9
mybatis,org.apache.ibatis.exceptions,PersistenceException,0,16,0,0,0,8,0,4,0,4
mybatis,org.apache.ibatis.exceptions,IbatisException,0,16,0,0,0,8,0,4,0,4
mybatis,org.apache.ibatis.exceptions,TooManyResultsException,12,4,0,0,6,2,3,1,3,1
mybatis,org.apache.ibatis.exceptions,ExceptionFactory,0,11,0,0,0,1,0,1,0,1
mybatis,org.apache.ibatis.builder,SqlSourceBuilder.ParameterMappingTokenHandler,51,218,8,26,9,47,7,15,0,5
mybatis,org.apache.ibatis.builder,StaticSqlSource,0,29,0,0,0,8,0,3,0,3
mybatis,org.apache.ibatis.builder,MapperBuilderAssistant,72,862,9,81,7,197,12,56,3,20
mybatis,org.apache.ibatis.builder,BaseBuilder,0,229,1,27,0,51,1,27,0,14
mybatis,org.apache.ibatis.builder,ResultMapResolver,0,40,0,0,0,10,0,2,0,2
mybatis,org.apache.ibatis.builder,IncompleteElementException,7,9,0,0,4,4,2,2,2,2
mybatis,org.apache.ibatis.builder,SqlSourceBuilder,0,74,0,6,0,17,0,6,0,3
mybatis,org.apache.ibatis.builder,ParameterExpression,2,300,2,32,0,63,2,25,0,10
mybatis,org.apache.ibatis.builder,CacheRefResolver,0,15,0,0,0,5,0,2,0,2
mybatis,org.apache.ibatis.builder,BuilderException,0,16,0,0,0,8,0,4,0,4
mybatis,org.apache.ibatis.reflection.invoker,AmbiguousMethodInvoker,0,13,0,0,0,4,0,2,0,2
mybatis,org.apache.ibatis.reflection.invoker,MethodInvoker,5,41,1,3,2,11,2,3,1,2
mybatis,org.apache.ibatis.reflection.invoker,SetFieldInvoker,6,31,1,1,2,10,2,2,1,2
mybatis,org.apache.ibatis.reflection.invoker,GetFieldInvoker,6,23,1,1,2,8,2,2,1,2
mybatis,org.apache.ibatis.session,Configuration,91,1124,13,55,20,320,23,151,13,127
mybatis,org.apache.ibatis.session,AutoMappingBehavior,0,34,0,0,0,4,0,1,0,1
mybatis,org.apache.ibatis.session,Configuration.StrictMap.Ambiguity,0,9,0,0,0,4,0,2,0,2
mybatis,org.apache.ibatis.session,TransactionIsolationLevel,0,81,0,0,0,11,0,3,0,3
mybatis,org.apache.ibatis.session,RowBounds,0,29,0,0,0,11,0,5,0,5
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.LogHolder,0,4,0,0,0,1,0,1,0,1
mybatis,org.apache.ibatis.session,SqlSessionManager.SqlSessionInterceptor,6,40,0,2,3,11,0,3,0,2
mybatis,org.apache.ibatis.session,SqlSessionException,0,16,0,0,0,8,0,4,0,4
mybatis,org.apache.ibatis.session,ExecutorType,0,34,0,0,0,2,0,1,0,1
mybatis,org.apache.ibatis.session,LocalCacheScope,0,24,0,0,0,2,0,1,0,1
mybatis,org.apache.ibatis.session,SqlSessionManager,355,109,15,3,74,28,52,12,43,12
mybatis,org.apache.ibatis.session,SqlSessionFactoryBuilder,19,77,0,0,6,18,2,8,2,8
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior,0,70,0,2,0,13,0,3,0,2
mybatis,org.apache.ibatis.session,Configuration.StrictMap,22,131,0,12,9,22,3,11,3,5
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.new AutoMappingUnknownColumnBehavior() {...},0,15,0,0,0,2,0,2,0,2
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.new AutoMappingUnknownColumnBehavior() {...},0,7,0,0,0,2,0,2,0,2
mybatis,org.apache.ibatis.session,AutoMappingUnknownColumnBehavior.new AutoMappingUnknownColumnBehavior() {...},0,14,0,0,0,3,0,2,0,2
