Test-related Method	Total # Nodes Reachable From Method	# Nodes Reachable From Mock Invocations
io.bootique.jackson.YearMonthDeserializerIT::testDeserialization_Pattern()V	1165	0
io.bootique.jackson.PeriodDeserializerIT::testDeserialization_Value1()V	1156	0
io.bootique.jackson.PeriodDeserializerIT::testDeserialization_Value2()V	1156	0
io.bootique.jackson.PeriodDeserializerIT::testDeserialization_Object()V	1156	0
io.bootique.jackson.LocalDateTimeDeserializerIT::testDeserialization11()V	1169	0
io.bootique.jackson.LocalDateTimeDeserializerIT::testDeserialization2()V	1169	0
io.bootique.jackson.LocalDateTimeDeserializerIT::testDeserialization_Nanoseconds()V	1170	0
io.bootique.jackson.LocalDateDeserializerIT::testDeserialization()V	1167	0
io.bootique.jackson.LocalTimeDeserializerIT::testDeserialization()V	1163	0
io.bootique.jackson.YearDeserializerIT::testDeserialization_Value()V	1162	0
io.bootique.jackson.YearDeserializerIT::testDeserialization_Object()V	1162	0
io.bootique.jackson.PercentValueYamlDeserializerIT::testDeserialization_AsPercent()V	1167	0
io.bootique.jackson.PercentValueYamlDeserializerIT::testDeserialization_AsDouble()V	1167	0
io.bootique.jackson.PercentValueYamlDeserializerIT::testDeserialization_AsInt()V	1167	0
io.bootique.jackson.PercentValueYamlDeserializerIT::testDeserialization_Object()V	1167	0
io.bootique.jackson.OffsetDateTimeDeserializerIT::testDeserialization01()V	1188	0
io.bootique.jackson.OffsetDateTimeDeserializerIT::testDeserialization02()V	1180	0
io.bootique.jackson.OffsetDateTimeDeserializerIT::testDeserialization03()V	1176	0
io.bootique.jackson.OffsetDateTimeDeserializerIT::testDeserializationWithTypeInfo01()V	1219	0
io.bootique.jackson.MonthDayDeserializerIT::testDeserialization_Value1()V	1165	0
io.bootique.jackson.MonthDayDeserializerIT::testDeserialization_Value2()V	1165	0
io.bootique.jackson.MonthDayDeserializerIT::testDeserialization_Object()V	1165	0
io.bootique.jackson.MonthDayDeserializerIT::testDeserializationWithTypeInfo()V	1202	0
io.bootique.jackson.OffsetTimeDeserializerIT::testDeserialization01()V	1177	0
io.bootique.jackson.OffsetTimeDeserializerIT::testDeserialization02()V	1177	0
io.bootique.jackson.OffsetTimeDeserializerIT::testDeserialization03()V	1171	0
io.bootique.jackson.OffsetTimeDeserializerIT::testDeserializationWithTypeInfo01()V	1216	0
io.bootique.jackson.DurationValueYamlDeserializerIT::testDeserialization_AsString()V	1157	0
io.bootique.jackson.DurationValueYamlDeserializerIT::testDeserialization_AsString_Object()V	1159	0
io.bootique.jackson.DurationValueYamlDeserializerIT::testDeserialization_AsLongMs()V	1157	0
io.bootique.jackson.DurationValueYamlDeserializerIT::testDeserialization_AsLong_Object()V	1157	0
io.bootique.jackson.DefaultJacksonServiceIT::testNewObjectMapper_Inheritance()V	1252	0
io.bootique.jackson.InstantDeserializerIT::testDeserialize()V	1158	0
io.bootique.jackson.ZonedDateTimeDeserializerIT::testDeserialization01()V	1262	0
io.bootique.jackson.ZonedDateTimeDeserializerIT::testDeserialization02()V	1252	0
io.bootique.jackson.ZonedDateTimeDeserializerIT::testDeserialization03()V	1246	0
io.bootique.jackson.ZonedDateTimeDeserializerIT::testDeserializationWithTypeInfo01()V	1291	0
io.bootique.jackson.DurationDeserializerIT::testDeserialization()V	1341	0
io.bootique.jackson.DurationDeserializerIT::testDeserializationAsFloat()V	1159	0
io.bootique.Bootique_ConfigurationIT::testEmptyConfig()V	598	1
io.bootique.Bootique_ConfigurationIT::testConfigBoundToString()V	914	1
io.bootique.Bootique_ConfigurationIT::testCombineConfigAndEmptyConfig()V	915	1
io.bootique.Bootique_ConfigurationIT::testCombineConfigs()V	915	1
io.bootique.Bootique_ConfigurationIT::testCombineConfigs_ReverseOrder()V	915	1
io.bootique.Bootique_ConfigurationIT::testDIConfig()V	917	1
io.bootique.Bootique_ConfigurationIT::testDIConfig_VsCliOrder()V	917	1
io.bootique.Bootique_ConfigurationIT::testDIOnOptionConfig()V	825	0
io.bootique.Bootique_ConfigurationIT::testDIOnOptionConfig_OverrideWithOption()V	825	0
io.bootique.Bootique_ConfigurationIT::testConfigEnvOverrides_Alias()V	923	1
