<org.apache.commons.collections4.IteratorUtilsTest: void testGetIterator()>/nodes#_850
<org.apache.commons.collections4.IteratorUtilsTest: void testNodeIterator()>/nodes#_885
<org.apache.commons.collections4.IteratorUtilsTest: void testNodeListIterator()>/nodes#_910
