Test-related Method	Total # Nodes Reachable From Method	# Nodes Reachable From Mock Invocations
org.apache.maven.project.DefaultMavenProjectBuilderTest::testFutureSchemaModelVersion()V	903	0
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildStubModelForMissingRemotePom()V	510	3
org.apache.maven.project.DefaultMavenProjectBuilderTest::testPartialResultUponBadDependencyDeclaration()V	916	0
org.apache.maven.project.DefaultMavenProjectBuilderTest::testImportScopePomResolvesFromPropertyBasedRepository()V	900	0
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildValidParentVersionRangeLocally()V	914	5
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildParentVersionRangeLocallyWithoutChildVersion()V	912	0
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildParentVersionRangeLocallyWithChildVersionExpression()V	912	0
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildParentVersionRangeExternally()V	916	5
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildParentVersionRangeExternallyWithoutChildVersion()V	914	0
org.apache.maven.project.DefaultMavenProjectBuilderTest::testBuildParentVersionRangeExternallyWithChildVersionExpression()V	914	0
org.apache.maven.project.artifact.MavenMetadataSourceTest::setUp()V	450	0
org.apache.maven.project.artifact.MavenMetadataSourceTest::tearDown()V	4	0
org.apache.maven.project.artifact.MavenMetadataSourceTest::testShouldNotCarryExclusionsOverFromDependencyToDependency()V	1	0
org.apache.maven.project.artifact.DefaultProjectArtifactsCacheTest::setUp()V	450	0
org.apache.maven.project.artifact.DefaultProjectArtifactsCacheTest::testProjectDependencyOrder()V	37	0
org.apache.maven.project.artifact.DefaultMavenMetadataCacheTest::setUp()V	2	0
org.apache.maven.project.artifact.DefaultMavenMetadataCacheTest::tearDown()V	2	0
org.apache.maven.project.artifact.DefaultMavenMetadataCacheTest::testCacheKey()V	42	0
org.apache.maven.execution.scope.internal.MojoExecutionScopeTest::testNestedEnter()V	74	0
org.apache.maven.execution.scope.internal.MojoExecutionScopeTest::testMultiKeyInstance()V	95	0
org.apache.maven.execution.DefaultMavenExecutionRequestPopulatorTest::testPluginRepositoryInjection()V	54	0
org.apache.maven.execution.DefaultMavenExecutionTest::testCopyDefault()V	117	0
org.apache.maven.execution.DefaultMavenExecutionTest::testResultWithNullTopologicallySortedProjectsIsEmptyList()V	39	0
org.apache.maven.rtinfo.internal.DefaultRuntimeInformationTest::testGetMavenVersion()V	455	1
org.apache.maven.rtinfo.internal.DefaultRuntimeInformationTest::testIsMavenVersion()V	455	0
org.apache.maven.artifact.handler.ArtifactHandlerTest::testAptConsistency()V	766	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::setup()V	521	2
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeExact()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeNoMatch()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeGroupIdWildcard()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeGroupIdWildcardNoMatch()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeArtifactIdWildcard()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeArtifactIdWildcardNoMatch()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testExcludeAllWildcard()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testMultipleExclusionsExcludeArtifactIdWildcard()V	46	0
org.apache.maven.artifact.resolver.filter.ExclusionArtifactFilterTest::testMultipleExclusionsExcludeGroupIdWildcard()V	46	0
org.apache.maven.exception.DefaultExceptionHandlerTest::testJdk7ipv6()V	35	0
org.apache.maven.exception.DefaultExceptionHandlerTest::testHandleExceptionAetherClassNotFound()V	448	0
org.apache.maven.exception.DefaultExceptionHandlerTest::testHandleExceptionNoClassDefFoundErrorNull()V	448	0
org.apache.maven.MavenLifecycleParticipantTest::testDependencyInjection()V	665	1
org.apache.maven.MavenLifecycleParticipantTest::testReactorDependencyInjection()V	651	0
org.apache.maven.toolchain.DefaultToolchainManagerPrivateTest::setUp()V	31	0
org.apache.maven.toolchain.DefaultToolchainManagerPrivateTest::testToolchainsForAvailableType()V	560	4
org.apache.maven.toolchain.DefaultToolchainManagerPrivateTest::testToolchainsForUnknownType()V	555	4
org.apache.maven.toolchain.DefaultToolchainManagerPrivateTest::testToolchainsForConfiguredType()V	562	2
org.apache.maven.toolchain.DefaultToolchainManagerPrivateTest::testMisconfiguredToolchain()V	534	1
org.apache.maven.toolchain.merge.MavenToolchainMergerTest::testMergeNulls()V	69	0
org.apache.maven.toolchain.merge.MavenToolchainMergerTest::testMergeJdk()V	719	0
org.apache.maven.toolchain.merge.MavenToolchainMergerTest::testMergeJdkExtra()V	719	0
org.apache.maven.toolchain.merge.MavenToolchainMergerTest::testMergeJdkExtend()V	724	0
org.apache.maven.toolchain.DefaultToolchainManagerTest::onSetup()V	31	0
org.apache.maven.toolchain.DefaultToolchainManagerTest::testNoModels()V	536	1
org.apache.maven.toolchain.DefaultToolchainManagerTest::testModelNoFactory()V	559	2
org.apache.maven.toolchain.DefaultToolchainManagerTest::testModelAndFactory()V	538	1
org.apache.maven.toolchain.DefaultToolchainManagerTest::testModelsAndFactory()V	538	1
org.apache.maven.toolchain.DefaultToolchainManagerTest::testRequirements()V	545	3
org.apache.maven.toolchain.RequirementMatcherFactoryTest::testCreateExactMatcher()V	8	0
org.apache.maven.toolchain.RequirementMatcherFactoryTest::testCreateVersionMatcher()V	33	0
org.apache.maven.toolchain.DefaultToolchainTest::setUp()V	30	0
org.apache.maven.toolchain.DefaultToolchainTest::testGetModel()V	35	1
org.apache.maven.toolchain.DefaultToolchainTest::testGetType()V	38	0
org.apache.maven.toolchain.DefaultToolchainTest::testGetLogger()V	35	0
org.apache.maven.toolchain.DefaultToolchainTest::testMissingRequirementProperty()V	471	1
org.apache.maven.toolchain.DefaultToolchainTest::testNonMatchingRequirementProperty()V	473	1
org.apache.maven.toolchain.DefaultToolchainTest::testEquals()V	696	0
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::onSetup()V	32	0
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testBuildEmptyRequest()V	781	0
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testBuildRequestWithUserToolchains()V	868	2
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testBuildRequestWithGlobalToolchains()V	868	2
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testBuildRequestWithBothToolchains()V	869	4
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testStrictToolchainsParseException()V	857	0
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testIOException()V	857	0
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testEnvironmentVariablesAreInterpolated()V	871	1
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testNonExistingEnvironmentVariablesAreNotInterpolated()V	867	1
org.apache.maven.toolchain.building.DefaultToolchainsBuilderTest::testEnvironmentVariablesWithSpecialCharactersAreInterpolated()V	867	1
org.apache.maven.toolchain.building.ToolchainsBuildingExceptionTest::testNoProblems()V	35	0
org.apache.maven.toolchain.building.ToolchainsBuildingExceptionTest::testOneProblem()V	37	0
org.apache.maven.toolchain.building.ToolchainsBuildingExceptionTest::testUnknownPositionAndSource()V	37	0
org.apache.maven.toolchain.building.ToolchainsBuildingExceptionTest::testUnknownPosition()V	38	0
