Test-related Method	Total # Nodes Reachable From Method	# Nodes Reachable From Mock Invocations
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullLabel()V	442	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullLabelAndMap()V	441	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullLabelAndMap()V	441	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullStream()V	433	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullStream()V	433	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullKey()V	441	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullKey()V	441	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullKeyToMap1()V	441	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullKeyToMap1()V	441	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintNullKeyToMap2()V	441	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintNullKeyToMap2()V	441	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrint()V	442	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrint()V	442	0
org.apache.commons.collections4.MapUtilsTest::testVerbosePrintSelfReference()V	442	0
org.apache.commons.collections4.MapUtilsTest::testDebugPrintSelfReference()V	442	0
org.apache.commons.collections4.MapUtilsTest::testEmptyIfNull()V	34	0
org.apache.commons.collections4.MapUtilsTest::testIsEmptyWithEmptyMap()V	36	0
org.apache.commons.collections4.MapUtilsTest::testIsEmptyWithNonEmptyMap()V	37	0
org.apache.commons.collections4.MapUtilsTest::testIsEmptyWithNull()V	36	0
org.apache.commons.collections4.MapUtilsTest::testIsNotEmptyWithEmptyMap()V	37	0
org.apache.commons.collections4.MapUtilsTest::testIsNotEmptyWithNonEmptyMap()V	38	0
org.apache.commons.collections4.MapUtilsTest::testIsNotEmptyWithNull()V	37	0
org.apache.commons.collections4.MapUtilsTest::testPopulateMap()V	66	10
org.apache.commons.collections4.MapUtilsTest::testPopulateMultiMap()V	73	2
org.apache.commons.collections4.MapUtilsTest::testIterableMap()V	95	0
org.apache.commons.collections4.MapUtilsTest::testIterableSortedMap()V	55	0
org.apache.commons.collections4.MapUtilsTest::testSize0()V	37	0
org.apache.commons.collections4.MapUtilsTest::testSizeNull()V	37	0
org.apache.commons.collections4.MapUtilsTest::testSize()V	91	0
org.apache.commons.collections4.MapUtilsTest::testToProperties()V	48	0
org.apache.commons.collections4.MapUtilsTest::testToPropertiesEmpty()V	48	0
org.apache.commons.collections4.MapUtilsTest::testgetDoubleValue()V	117	0
org.apache.commons.collections4.MapUtilsTest::testgetFloatValue()V	117	0
org.apache.commons.collections4.MapUtilsTest::testgetLongValue()V	110	0
org.apache.commons.collections4.MapUtilsTest::testgetIntValue()V	89	0
org.apache.commons.collections4.MapUtilsTest::testgetShortValue()V	90	0
org.apache.commons.collections4.MapUtilsTest::testgetByteValue()V	90	0
org.apache.commons.collections4.MapUtilsTest::testgetNumber()V	85	0
org.apache.commons.collections4.MapUtilsTest::testgetString()V	37	0
org.apache.commons.collections4.MapUtilsTest::testgetObject()V	55	0
org.apache.commons.collections4.MapUtilsTest::testgetBooleanValue()V	56	0
org.apache.commons.collections4.MapUtilsTest::testgetMap()V	37	0
org.apache.commons.collections4.MapUtilsTest::testSafeAddToMap()V	36	0
org.apache.commons.collections4.MapUtilsTest::testOrderedMap()V	6	0
org.apache.commons.collections4.map.AbstractMapTest$TestMapEntrySet::testMapEntrySetIteratorEntry()V	13	2
org.apache.commons.collections4.map.AbstractMapTest$TestMapEntrySet::testMapEntrySetIteratorEntrySetValue()V	39	0
org.apache.commons.collections4.map.AbstractMapTest$TestMapEntrySet::testMapEntrySetRemoveNonMapEntry()V	5	0
org.apache.commons.collections4.map.LazySortedMapTest::testMapGet()V	1	0
org.apache.commons.collections4.map.LazySortedMapTest::mapGet()V	7	0
org.apache.commons.collections4.map.LazySortedMapTest::testSortOrder()V	11	0
org.apache.commons.collections4.map.LazySortedMapTest::testTransformerDecorate()V	4	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testConstructors()V	1	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testContainsKey()V	5	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testContainsValue()V	5	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testDecoratedMap()V	7	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testEntrySet()V	6	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testExpiration()V	5	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testGet()V	5	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testIsEmpty()V	6	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testKeySet()V	6	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testPut()V	4	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testSize()V	5	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testValues()V	6	0
org.apache.commons.collections4.map.PassiveExpiringMapTest::testZeroTimeToLive()V	18	0
org.apache.commons.collections4.map.ReferenceMapTest::testNullHandling()V	11	0
org.apache.commons.collections4.map.ReferenceMapTest::testPurgeValues()V	9	0
org.apache.commons.collections4.map.ReferenceMapTest::testCustomPurge()V	8	0
org.apache.commons.collections4.map.ReferenceMapTest::testDataSizeAfterSerialization()V	1126	0
org.apache.commons.collections4.map.AbstractSortedMapTest$TestTailMap::testTailMapOutOfRange()V	3	1
org.apache.commons.collections4.map.MultiValueMapTest::testNoMappingReturnsNull()V	41	0
org.apache.commons.collections4.map.MultiValueMapTest::testValueCollectionType()V	16	0
org.apache.commons.collections4.map.MultiValueMapTest::testMultipleValues()V	98	0
org.apache.commons.collections4.map.MultiValueMapTest::testContainsValue()V	24	0
org.apache.commons.collections4.map.MultiValueMapTest::testKeyContainsValue()V	19	0
org.apache.commons.collections4.map.MultiValueMapTest::testValues()V	100	0
org.apache.commons.collections4.map.MultiValueMapTest::testKeyedIterator()V	53	0
org.apache.commons.collections4.map.MultiValueMapTest::testRemoveAllViaIterator()V	49	2
org.apache.commons.collections4.map.MultiValueMapTest::testRemoveAllViaKeyedIterator()V	69	2
org.apache.commons.collections4.map.MultiValueMapTest::testIterator()V	29	2
org.apache.commons.collections4.map.MultiValueMapTest::testRemoveAllViaEntryIterator()V	68	2
org.apache.commons.collections4.map.MultiValueMapTest::testTotalSizeA()V	60	0
org.apache.commons.collections4.map.MultiValueMapTest::testMapEquals()V	46	0
org.apache.commons.collections4.map.MultiValueMapTest::testGetCollection()V	39	0
org.apache.commons.collections4.map.MultiValueMapTest::testTotalSize()V	62	0
org.apache.commons.collections4.map.MultiValueMapTest::testSize()V	48	0
org.apache.commons.collections4.map.MultiValueMapTest::testSize_Key()V	47	0
org.apache.commons.collections4.map.MultiValueMapTest::testIterator_Key()V	48	4
org.apache.commons.collections4.map.MultiValueMapTest::testContainsValue_Key()V	44	0
org.apache.commons.collections4.map.MultiValueMapTest::testPutWithList()V	61	0
org.apache.commons.collections4.map.MultiValueMapTest::testPutWithSet()V	61	0
org.apache.commons.collections4.map.MultiValueMapTest::testPutAll_Map1()V	71	0
org.apache.commons.collections4.map.MultiValueMapTest::testPutAll_Map2()V	70	0
org.apache.commons.collections4.map.MultiValueMapTest::testPutAll_KeyCollection()V	48	0
org.apache.commons.collections4.map.MultiValueMapTest::testRemove_KeyItem()V	48	0
org.apache.commons.collections4.map.MultiValueMapTest::testUnsafeDeSerialization()V	1101	0
org.apache.commons.collections4.map.MultiValueMapTest::testEmptyMapCompatibility()V	987	0
org.apache.commons.collections4.map.MultiValueMapTest::testFullMapCompatibility()V	989	2
org.apache.commons.collections4.map.PredicatedMapTest::testEntrySet()V	7	0
org.apache.commons.collections4.map.PredicatedMapTest::testPut()V	13	2
org.apache.commons.collections4.map.DefaultedMapTest::testMapGet()V	5	0
org.apache.commons.collections4.map.DefaultedMapTest::testMapGet2()V	9	0
org.apache.commons.collections4.map.DefaultedMapTest::testMapGet3()V	9	0
org.apache.commons.collections4.map.DefaultedMapTest::testMapGet4()V	8	0
org.apache.commons.collections4.map.LazyMapTest::testMapGet()V	1	0
org.apache.commons.collections4.map.LazyMapTest::mapGetWithFactory()V	7	0
org.apache.commons.collections4.map.LazyMapTest::mapGetWithTransformer()V	6	0
org.apache.commons.collections4.map.AbstractMapTest::testSampleMappings()V	39	3
org.apache.commons.collections4.map.AbstractMapTest::testMakeMap()V	42	0
org.apache.commons.collections4.map.AbstractMapTest::testMapIsEmpty()V	73	0
org.apache.commons.collections4.map.AbstractMapTest::testMapSize()V	73	0
org.apache.commons.collections4.map.AbstractMapTest::testMapClear()V	75	0
org.apache.commons.collections4.map.AbstractMapTest::testMapContainsKey()V	74	0
org.apache.commons.collections4.map.AbstractMapTest::testMapContainsValue()V	74	0
org.apache.commons.collections4.map.AbstractMapTest::testMapEquals()V	75	1
org.apache.commons.collections4.map.AbstractMapTest::testMapGet()V	74	0
org.apache.commons.collections4.map.AbstractMapTest::testMapHashCode()V	50	0
org.apache.commons.collections4.map.AbstractMapTest::testMapToString()V	73	0
org.apache.commons.collections4.map.AbstractMapTest::testEmptyMapCompatibility()V	996	0
org.apache.commons.collections4.map.AbstractMapTest::testFullMapCompatibility()V	1004	0
org.apache.commons.collections4.map.AbstractMapTest::testMapPut()V	79	2
org.apache.commons.collections4.map.AbstractMapTest::testMapPutNullKey()V	49	0
org.apache.commons.collections4.map.AbstractMapTest::testMapPutNullValue()V	49	0
org.apache.commons.collections4.map.AbstractMapTest::testMapPutAll()V	77	0
org.apache.commons.collections4.map.AbstractMapTest::testMapRemove()V	79	1
org.apache.commons.collections4.map.AbstractMapTest::testValuesClearChangesMap()V	54	0
org.apache.commons.collections4.map.AbstractMapTest::testKeySetClearChangesMap()V	53	0
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetClearChangesMap()V	53	0
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetContains1()V	54	1
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetContains2()V	112	1
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetContains3()V	110	2
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetRemove1()V	58	1
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetRemove2()V	115	1
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetRemove3()V	113	2
org.apache.commons.collections4.map.AbstractMapTest::testValuesRemoveChangesMap()V	52	0
org.apache.commons.collections4.map.AbstractMapTest::testValuesRemoveAll()V	59	0
org.apache.commons.collections4.map.AbstractMapTest::testValuesRetainAll()V	59	0
org.apache.commons.collections4.map.AbstractMapTest::testValuesIteratorRemoveChangesMap()V	64	2
org.apache.commons.collections4.map.AbstractMapTest::testKeySetRemoveChangesMap()V	50	0
org.apache.commons.collections4.map.AbstractMapTest::testKeySetRemoveAll()V	57	0
org.apache.commons.collections4.map.AbstractMapTest::testKeySetRetainAll()V	57	0
org.apache.commons.collections4.map.AbstractMapTest::testKeySetIteratorRemoveChangesMap()V	55	2
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetRemoveChangesMap()V	50	0
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetRemoveAll()V	57	1
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetRetainAll()V	57	1
org.apache.commons.collections4.map.AbstractMapTest::testEntrySetIteratorRemoveChangesMap()V	56	2
org.apache.commons.collections4.map.AbstractMapTest::tearDown()V	1	0
org.apache.commons.collections4.map.AbstractOrderedMapTest::testFirstKey()V	6	1
org.apache.commons.collections4.map.AbstractOrderedMapTest::testLastKey()V	7	2
org.apache.commons.collections4.map.AbstractOrderedMapTest::testNextKey()V	7	3
org.apache.commons.collections4.map.AbstractOrderedMapTest::testPreviousKey()V	17	3
org.apache.commons.collections4.map.TransformedMapTest::testTransformedMap()V	40	1
org.apache.commons.collections4.map.TransformedMapTest::testFactory_Decorate()V	6	0
org.apache.commons.collections4.map.TransformedMapTest::testFactory_decorateTransform()V	21	0
org.apache.commons.collections4.map.LinkedMapTest::testReset()V	8	3
org.apache.commons.collections4.map.LinkedMapTest::testInsertionOrder()V	60	16
org.apache.commons.collections4.map.LinkedMapTest::testGetByIndex()V	27	0
org.apache.commons.collections4.map.LinkedMapTest::testGetValueByIndex()V	28	0
org.apache.commons.collections4.map.LinkedMapTest::testIndexOf()V	14	1
org.apache.commons.collections4.map.LinkedMapTest::testRemoveByIndex()V	45	1
org.apache.commons.collections4.map.LinkedMapTest::testClone()V	35	0
org.apache.commons.collections4.map.LinkedMapTest::testInitialCapacityZero()V	1	0
org.apache.commons.collections4.map.CompositeMapTest::setUp()V	1	0
org.apache.commons.collections4.map.CompositeMapTest::testGet()V	66	0
org.apache.commons.collections4.map.CompositeMapTest::testAddComposited()V	84	0
org.apache.commons.collections4.map.CompositeMapTest::testRemoveComposited()V	86	0
org.apache.commons.collections4.map.CompositeMapTest::testRemoveFromUnderlying()V	90	0
org.apache.commons.collections4.map.CompositeMapTest::testRemoveFromComposited()V	89	0
org.apache.commons.collections4.map.CompositeMapTest::testResolveCollision()V	82	0
org.apache.commons.collections4.map.CompositeMapTest::testPut()V	65	0
org.apache.commons.collections4.map.CompositeMapTest::testPutAll()V	65	0
org.apache.commons.collections4.map.SingletonMapTest::testClone()V	12	0
org.apache.commons.collections4.map.SingletonMapTest::testKeyValue()V	5	0
org.apache.commons.collections4.map.SingletonMapTest::testBoundedMap()V	5	0
org.apache.commons.collections4.map.ReferenceIdentityMapTest::testBasics()V	6	0
org.apache.commons.collections4.map.ReferenceIdentityMapTest::testHashEntry()V	6	3
org.apache.commons.collections4.map.ReferenceIdentityMapTest::testNullHandling()V	11	0
org.apache.commons.collections4.map.ReferenceIdentityMapTest::testPurgeValues()V	9	0
org.apache.commons.collections4.map.ListOrderedMap2Test::testGetByIndex()V	11	0
org.apache.commons.collections4.map.ListOrderedMap2Test::testGetValueByIndex()V	14	0
org.apache.commons.collections4.map.ListOrderedMap2Test::testIndexOf()V	11	1
org.apache.commons.collections4.map.ListOrderedMap2Test::testRemoveByIndex()V	22	1
org.apache.commons.collections4.map.LRUMapTest::testCtors()V	1	0
org.apache.commons.collections4.map.LRUMapTest::testLRU()V	78	16
org.apache.commons.collections4.map.LRUMapTest::testReset()V	8	3
org.apache.commons.collections4.map.LRUMapTest::testAccessOrder()V	61	28
org.apache.commons.collections4.map.LRUMapTest::testAccessOrder2()V	79	16
org.apache.commons.collections4.map.LRUMapTest::testClone()V	39	0
org.apache.commons.collections4.map.LRUMapTest::testRemoveLRU()V	3	0
org.apache.commons.collections4.map.LRUMapTest::testRemoveLRUBlocksRemove()V	1	0
org.apache.commons.collections4.map.LRUMapTest::testRemoveLRUBlocksRemoveScan()V	1	0
org.apache.commons.collections4.map.LRUMapTest::testRemoveLRUFirstBlocksRemove()V	20	0
org.apache.commons.collections4.map.LRUMapTest::testInternalState_Buckets()V	22	0
org.apache.commons.collections4.map.LRUMapTest::testInternalState_getEntry_int()V	34	0
org.apache.commons.collections4.map.LRUMapTest::testSynchronizedRemoveFromMapIterator()V	425	0
org.apache.commons.collections4.map.LRUMapTest::testSynchronizedRemoveFromEntrySet()V	425	0
org.apache.commons.collections4.map.LRUMapTest::testSynchronizedRemoveFromKeySet()V	425	0
org.apache.commons.collections4.map.LRUMapTest::testSynchronizedRemoveFromValues()V	425	0
org.apache.commons.collections4.map.Flat3MapTest::testEquals1()V	48	0
org.apache.commons.collections4.map.Flat3MapTest::testEquals2()V	48	0
org.apache.commons.collections4.map.Flat3MapTest::testClone2()V	58	0
org.apache.commons.collections4.map.Flat3MapTest::testClone4()V	60	0
org.apache.commons.collections4.map.Flat3MapTest::testSerialisation0()V	1100	0
org.apache.commons.collections4.map.Flat3MapTest::testSerialisation2()V	1121	0
org.apache.commons.collections4.map.Flat3MapTest::testSerialisation4()V	1121	0
org.apache.commons.collections4.map.Flat3MapTest::testEntryIteratorSetValue1()V	48	1
org.apache.commons.collections4.map.Flat3MapTest::testEntryIteratorSetValue2()V	48	2
org.apache.commons.collections4.map.Flat3MapTest::testEntryIteratorSetValue3()V	48	3
org.apache.commons.collections4.map.Flat3MapTest::testMapIteratorSetValue1()V	48	0
org.apache.commons.collections4.map.Flat3MapTest::testMapIteratorSetValue2()V	48	0
org.apache.commons.collections4.map.Flat3MapTest::testMapIteratorSetValue3()V	48	0
org.apache.commons.collections4.map.Flat3MapTest::testCollections261()V	42	0
org.apache.commons.collections4.map.Flat3MapTest::testToString()V	58	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove1()V	46	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove2()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove3()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove4()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove5()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove6()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove7()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove8()V	43	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove9()V	41	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove10()V	41	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove11()V	41	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove12()V	42	0
org.apache.commons.collections4.map.Flat3MapTest::testRemove13()V	42	0
org.apache.commons.collections4.map.Flat3MapTest::testNewInstance1()V	4	0
org.apache.commons.collections4.map.Flat3MapTest::testGet1()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testGet2()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testGet3()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testContainsKey1()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testContainsKey2()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testContainsKey3()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testContainsValue1()V	39	0
org.apache.commons.collections4.map.Flat3MapTest::testContainsValue2()V	39	0
org.apache.commons.collections4.map.Flat3MapTest::testContainsValue3()V	39	0
org.apache.commons.collections4.map.Flat3MapTest::testPut1()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testPut2()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testPut3()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testPut4()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testPut5()V	38	0
org.apache.commons.collections4.map.Flat3MapTest::testPut6()V	38	0
org.apache.commons.collections4.map.UnmodifiableSortedMapTest::testUnmodifiable()V	4	0
org.apache.commons.collections4.map.UnmodifiableSortedMapTest::testDecorateFactory()V	3	0
org.apache.commons.collections4.map.PredicatedSortedMapTest::testEntrySet()V	7	0
org.apache.commons.collections4.map.PredicatedSortedMapTest::testPut()V	13	2
org.apache.commons.collections4.map.PredicatedSortedMapTest::testSortOrder()V	11	0
org.apache.commons.collections4.map.AbstractSortedMapTest::testComparator()V	1	0
org.apache.commons.collections4.map.AbstractSortedMapTest::testFirstKey()V	50	1
org.apache.commons.collections4.map.AbstractSortedMapTest::testLastKey()V	51	2
org.apache.commons.collections4.map.AbstractSortedMapTest$TestSubMap::testSubMapOutOfRange()V	72	1
org.apache.commons.collections4.map.CaseInsensitiveMapTest::testCaseInsensitive()V	4	0
org.apache.commons.collections4.map.CaseInsensitiveMapTest::testNullHandling()V	7	0
org.apache.commons.collections4.map.CaseInsensitiveMapTest::testPutAll()V	12	0
org.apache.commons.collections4.map.CaseInsensitiveMapTest::testClone()V	34	0
org.apache.commons.collections4.map.CaseInsensitiveMapTest::testLocaleIndependence()V	427	0
org.apache.commons.collections4.map.CaseInsensitiveMapTest::testInitialCapacityZero()V	1	0
org.apache.commons.collections4.map.AbstractSortedMapTest$TestHeadMap::testHeadMapOutOfRange()V	72	1
org.apache.commons.collections4.map.ListOrderedMapTest::testGetByIndex()V	11	0
org.apache.commons.collections4.map.ListOrderedMapTest::testGetValueByIndex()V	14	0
org.apache.commons.collections4.map.ListOrderedMapTest::testIndexOf()V	11	1
org.apache.commons.collections4.map.ListOrderedMapTest::testSetValueByIndex()V	16	0
org.apache.commons.collections4.map.ListOrderedMapTest::testRemoveByIndex()V	22	1
org.apache.commons.collections4.map.ListOrderedMapTest::testPut_intObjectObject()V	47	0
org.apache.commons.collections4.map.ListOrderedMapTest::testPutAllWithIndex()V	41	0
org.apache.commons.collections4.map.ListOrderedMapTest::testPutAllWithIndexBug441()V	44	1
org.apache.commons.collections4.map.ListOrderedMapTest::testValueList_getByIndex()V	11	1
org.apache.commons.collections4.map.ListOrderedMapTest::testValueList_setByIndex()V	13	1
org.apache.commons.collections4.map.ListOrderedMapTest::testValueList_removeByIndex()V	12	0
org.apache.commons.collections4.map.ListOrderedMapTest::testCOLLECTIONS_474_nullValues()V	99	0
org.apache.commons.collections4.map.ListOrderedMapTest::testCOLLECTIONS_474_nonNullValues()V	99	0
org.apache.commons.collections4.map.HashedMapTest::testClone()V	34	0
org.apache.commons.collections4.map.HashedMapTest::testInternalState()V	1	0
org.apache.commons.collections4.map.HashedMapTest::testInitialCapacityZero()V	1	0
org.apache.commons.collections4.map.MultiKeyMapTest::testNullHandling()V	11	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyGet()V	25	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyContainsKey()V	23	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyPut()V	45	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyPutWithNullKey()V	25	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemove()V	34	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll1()V	18	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll2()V	18	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll3()V	18	0
org.apache.commons.collections4.map.MultiKeyMapTest::testMultiKeyRemoveAll4()V	18	0
org.apache.commons.collections4.map.MultiKeyMapTest::testClone()V	12	0
org.apache.commons.collections4.map.MultiKeyMapTest::testLRUMultiKeyMap()V	29	0
org.apache.commons.collections4.map.UnmodifiableOrderedMapTest::testUnmodifiable()V	5	0
org.apache.commons.collections4.map.UnmodifiableOrderedMapTest::testDecorateFactory()V	4	0
org.apache.commons.collections4.map.StaticBucketMapTest::test_get_nullMatchesIncorrectly()V	19	0
org.apache.commons.collections4.map.StaticBucketMapTest::test_containsKey_nullMatchesIncorrectly()V	19	0
org.apache.commons.collections4.map.StaticBucketMapTest::test_containsValue_nullMatchesIncorrectly()V	19	0
org.apache.commons.collections4.map.UnmodifiableMapTest::testUnmodifiable()V	4	0
org.apache.commons.collections4.map.UnmodifiableMapTest::testDecorateFactory()V	3	0
org.apache.commons.collections4.map.AbstractIterableMapTest::testFailFastEntrySet()V	57	4
org.apache.commons.collections4.map.AbstractIterableMapTest::testFailFastKeySet()V	56	4
org.apache.commons.collections4.map.AbstractIterableMapTest::testFailFastValues()V	58	5
org.apache.commons.collections4.map.TransformedSortedMapTest::testTransformedMap()V	64	1
org.apache.commons.collections4.map.TransformedSortedMapTest::testFactory_Decorate()V	38	0
org.apache.commons.collections4.map.TransformedSortedMapTest::testFactory_decorateTransform()V	53	0
org.apache.commons.collections4.CollectionUtilsTest::getCardinalityMap()V	46	0
org.apache.commons.collections4.CollectionUtilsTest::cardinality()V	58	0
org.apache.commons.collections4.CollectionUtilsTest::cardinalityOfNull()V	64	0
org.apache.commons.collections4.CollectionUtilsTest::containsAll()V	12	8
org.apache.commons.collections4.CollectionUtilsTest::containsAnyInCollection()V	10	5
org.apache.commons.collections4.CollectionUtilsTest::containsAnyInArray()V	14	5
org.apache.commons.collections4.CollectionUtilsTest::union()V	51	0
org.apache.commons.collections4.CollectionUtilsTest::intersection()V	54	0
org.apache.commons.collections4.CollectionUtilsTest::disjunction()V	55	0
org.apache.commons.collections4.CollectionUtilsTest::testDisjunctionAsUnionMinusIntersection()V	50	0
org.apache.commons.collections4.CollectionUtilsTest::testDisjunctionAsSymmetricDifference()V	49	0
org.apache.commons.collections4.CollectionUtilsTest::testSubtract()V	63	0
org.apache.commons.collections4.CollectionUtilsTest::testSubtractWithPredicate()V	61	0
org.apache.commons.collections4.CollectionUtilsTest::testIsSubCollectionOfSelf()V	13	0
org.apache.commons.collections4.CollectionUtilsTest::testIsSubCollection()V	13	0
org.apache.commons.collections4.CollectionUtilsTest::testIsSubCollection2()V	15	11
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionToSelf()V	16	0
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollection()V	16	0
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionReturnsFalse()V	20	0
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollection2()V	17	6
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionEquator()V	26	0
org.apache.commons.collections4.CollectionUtilsTest::testIsEqualCollectionNullEquator()V	20	0
org.apache.commons.collections4.CollectionUtilsTest::testIsProperSubCollection()V	48	5
org.apache.commons.collections4.CollectionUtilsTest::find()V	21	0
org.apache.commons.collections4.CollectionUtilsTest::forAllDoCollection()V	51	3
org.apache.commons.collections4.CollectionUtilsTest::forAllDoIterator()V	47	3
org.apache.commons.collections4.CollectionUtilsTest::forAllDoFailure()V	17	1
org.apache.commons.collections4.CollectionUtilsTest::forAllButLastDoCollection()V	67	3
org.apache.commons.collections4.CollectionUtilsTest::forAllButLastDoIterator()V	46	2
org.apache.commons.collections4.CollectionUtilsTest::getFromMap()V	53	0
org.apache.commons.collections4.CollectionUtilsTest::getFromList()V	49	2
org.apache.commons.collections4.CollectionUtilsTest::getFromIterator()V	48	3
org.apache.commons.collections4.CollectionUtilsTest::getFromEnumeration()V	66	0
org.apache.commons.collections4.CollectionUtilsTest::getFromIterable()V	49	0
org.apache.commons.collections4.CollectionUtilsTest::getFromObjectArray()V	54	0
org.apache.commons.collections4.CollectionUtilsTest::getFromPrimitiveArray()V	55	0
org.apache.commons.collections4.CollectionUtilsTest::getFromObject()V	37	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_List()V	50	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_Map()V	50	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_Array()V	49	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_PrimitiveArray()V	49	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_Enumeration()V	59	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_Iterator()V	51	0
org.apache.commons.collections4.CollectionUtilsTest::testSize_Other()V	30	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Null()V	46	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_List()V	47	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Map()V	47	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Array()V	46	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_PrimitiveArray()V	46	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Enumeration()V	57	0
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Iterator()V	49	1
org.apache.commons.collections4.CollectionUtilsTest::testSizeIsEmpty_Other()V	29	0
org.apache.commons.collections4.CollectionUtilsTest::testIsEmptyWithEmptyCollection()V	36	0
org.apache.commons.collections4.CollectionUtilsTest::testIsEmptyWithNonEmptyCollection()V	37	1
org.apache.commons.collections4.CollectionUtilsTest::testIsEmptyWithNull()V	36	0
