benchmark,basic-only-intraproc,CI-intraproc,CIPP-intraproc,1-object-sens-intraproc,basic-only-interproc,CI-interproc,CIPP-interproc,1-object-sens-interproc
mybatis-3-mybatis-3.5.6,577,577,577,0,644,1368,1346,0,
