command,mean,stddev,median,user,system,min,max
souffle -F out/bootique-1-object-sensitive-NORMAL/database/ -M NO_INTERPROC souffle-logic/analyses/mocks/mocks-after.dl -D results/bootique-2.0.B1/1-object-sensitive/java_8/bootique-1-object-sensitive-NO_INTERPROC/,18.54499851442,1.9441939047598682,18.21433899362,16.0676,2.4496,16.10035339712,22.155449621120002
