command,mean,stddev,median,user,system,min,max
souffle -F out/maven-core-1-object-sensitive-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/maven-core-3.8.1/1-object-sensitive/java_8/maven-core-1-object-sensitive-NORMAL/,19.618216864985,1.7496963967420789,19.350826210385,17.573999999999998,2.0172,17.471351976885,23.170327870885
