command,mean,stddev,median,user,system,min,max
souffle -F out/microbenchmark-context-insensitive-plusplus-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/payroll-test-0.0.1-SNAPSHOT/context-insensitive-plusplus/java_8/microbenchmark-context-insensitive-plusplus-NORMAL/,13.015507801564999,1.1838841692456203,13.154338182164999,11.598000000000003,1.3931999999999998,11.050180533165,14.388332699165
