command,mean,stddev,median,user,system,min,max
souffle -F out/commons-collections4-context-insensitive-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/commons-collections4-4.4/context-insensitive/java_8/commons-collections4-context-insensitive-NORMAL/,16.643699735124997,1.0577617225991338,16.711819389124997,14.442799999999997,2.1748000000000003,15.086886031625,18.191357353624998
