command,mean,stddev,median,user,system,min,max
souffle -F out/bootique-basic-only-NORMAL/database/ -M NO_INTERPROC souffle-logic/analyses/mocks/mocks-after.dl -D results/bootique-2.0.B1/basic-only/java_8/bootique-basic-only-NO_INTERPROC/,21.2622345273,1.725205598760362,21.5751248489,18.066399999999998,3.1651999999999996,18.0186206069,23.8404499029
