command,mean,stddev,median,user,system,min,max
souffle -F out/vraptor-basic-only-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/vraptor-3.5.5/basic-only/java_8/vraptor-basic-only-NORMAL/,70.91628555976,2.84936050324525,71.60570205466,65.934,4.944799999999999,65.87667520216,74.36675632316
