command,mean,stddev,median,user,system,min,max
souffle -F out/mybatis-context-insensitive-plusplus-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/mybatis-3.5.6/context-insensitive-plusplus/java_8/mybatis-context-insensitive-plusplus-NORMAL/,181.919400185235,4.007541689412933,180.791710782335,174.3032,7.560399999999999,177.46766369983501,190.205147339835
