command,mean,stddev,median,user,system,min,max
souffle -F out/commons-collections4-1-object-sensitive-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/commons-collections4-4.4/1-object-sensitive/java_8/commons-collections4-1-object-sensitive-NORMAL/,15.614553245075001,1.5950037553172056,15.830883968775,13.6648,1.9308,13.174013172775,18.523680858775
