command,mean,stddev,median,user,system,min,max
souffle -F out/quartz-core-context-insensitive-plusplus-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/quartz-core-2.3.1/context-insensitive-plusplus/java_8/quartz-core-context-insensitive-plusplus-NORMAL/,21.97257203827,1.7783967779993315,22.38818839457,18.8172,3.1391999999999998,17.88826682557,23.86258394357
