command,mean,stddev,median,user,system,min,max
souffle -F out/mybatis-context-insensitive-NORMAL/database/ -M NO_INTERPROC souffle-logic/analyses/mocks/mocks-after.dl -D results/mybatis-3.5.6/context-insensitive/java_8/mybatis-context-insensitive-NO_INTERPROC/,59.83288039381,4.0663151791072885,58.47168584591,53.1936,6.5760000000000005,56.02034328191,70.08787047591
