command,mean,stddev,median,user,system,min,max
souffle -F out/mybatis-1-object-sensitive-NORMAL/database/ -M NO_INTERPROC souffle-logic/analyses/mocks/mocks-after.dl -D results/mybatis-3.5.6/1-object-sensitive/java_8/mybatis-1-object-sensitive-NO_INTERPROC/,46.163828509435,2.6339859341193135,45.164429058935,40.20759999999999,5.3896,43.408310324935,50.863901405935
