command,mean,stddev,median,user,system,min,max
souffle -F out/commons-collections4-basic-only-NORMAL/database/ -M NO_INTERPROC souffle-logic/analyses/mocks/mocks-after.dl -D results/commons-collections4-4.4/basic-only/java_8/commons-collections4-basic-only-NO_INTERPROC/,15.386806589630002,1.3879704604088998,15.74247542373,13.2728,2.0856000000000003,12.369198617730001,17.162668475729998
