command,mean,stddev,median,user,system,min,max
souffle -F out/jsonschema2pojo-context-insensitive-plusplus-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/jsonschema2pojo-core-1.1.1/context-insensitive-plusplus/java_8/jsonschema2pojo-context-insensitive-plusplus-NORMAL/,35.36533517367,1.9620883648835665,35.11644732737,32.2156,3.1244,33.30887122337,38.89154394237
