command,mean,stddev,median,user,system,min,max
souffle -F out/mybatis-1-object-sensitive-NORMAL/database/ -M NORMAL souffle-logic/analyses/mocks/mocks-after.dl -D results/mybatis-3.5.6/1-object-sensitive/java_8/mybatis-1-object-sensitive-NORMAL/,68.198804651655,14.601774830355769,74.052239088055,51.335600000000014,16.432800000000004,47.010607799555004,87.87170704455501
